scenario        , approach                  , frame ,   frame_wt ,   frame_ct ,   frame_gt ,         dt ,  buffer_wt ,  buffer_ct ,  buffer_gt ,  buffer_ge ,  upload_wt ,  upload_ct ,  upload_gt ,  upload_ge ,   clear_wt ,   clear_ct ,   clear_gt ,   clear_ge ,    draw_wt ,    draw_ct ,    draw_gt ,    draw_ge ,    pres_wt ,    pres_ct ,    pres_gt ,    pres_ge
[GL API OTHER NOTIFICATION] 131185: Buffer detailed info: Buffer object 1 (bound to NONE, usage hint is GL_STATIC_DRAW) will use VIDEO memory as the source for buffer object operations.
[GL API OTHER LOW] 131204: Texture state usage warning: The texture object (0) bound to texture image unit 0 does not have a defined base level and cannot be used for texture mapping.
[GL API OTHER LOW] 131204: Texture state usage warning: The texture object (0) bound to texture image unit 1 does not have a defined base level and cannot be used for texture mapping.
[GL API OTHER LOW] 131204: Texture state usage warning: The texture object (0) bound to texture image unit 0 does not have a defined base level and cannot be used for texture mapping.
sublime         , 1rect_1draw               ,     1 ,     7997us ,        0us , 3353.600us ,       10us ,        1us ,        0us ,    0.000us ,    0.000us ,        2us ,        0us ,    2.048us ,    0.000us ,     1376us ,        0us ,   13.312us ,   12.288us ,     6093us ,        0us , 3237.888us , 3230.720us ,      525us ,        0us ,  100.352us ,   98.304us
[GL API OTHER NOTIFICATION] 131185: Buffer detailed info: Buffer object 1 (bound to NONE, usage hint is GL_STATIC_DRAW) will use VIDEO memory as the source for buffer object operations.
[GL API PERFORMANCE MEDIUM] 131154: Pixel-path performance warning: Pixel transfer is synchronized with 3D rendering.
sublime         , simple_vbo                ,     1 ,      549us ,        0us ,  160.768us ,        4us ,      120us ,        0us ,    1.024us ,    0.000us ,      197us ,        0us ,    2.048us ,    0.000us ,       22us ,        0us ,    3.072us ,    2.048us ,       15us ,        0us ,   47.104us ,   45.056us ,      195us ,        0us ,  107.520us ,  107.520us
[GL API OTHER NOTIFICATION] 131185: Buffer detailed info: Buffer object 1 (bound to NONE, usage hint is GL_DYNAMIC_DRAW) will use VIDEO memory as the source for buffer object operations.
[GL API PERFORMANCE MEDIUM] 131154: Pixel-path performance warning: Pixel transfer is synchronized with 3D rendering.
sublime         , simple_vbo_stor           ,     1 ,      520us ,        0us ,  144.384us ,        3us ,       40us ,        0us ,    1.024us ,    0.000us ,      176us ,        0us ,    2.048us ,    0.000us ,       16us ,        0us ,    4.096us ,    2.048us ,       64us ,        0us ,   47.104us ,   45.056us ,      224us ,        0us ,   90.112us ,   90.112us
[GL API OTHER NOTIFICATION] 131185: Buffer detailed info: Buffer object 1 (bound to NONE, usage hint is GL_STATIC_DRAW) will use VIDEO memory as the source for buffer object operations.
[GL API OTHER LOW] 131204: Texture state usage warning: The texture object (0) bound to texture image unit 2 does not have a defined base level and cannot be used for texture mapping.
